Age,G,GS,MP,FG,FGA,FG%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3P,3PA,3P%,2P,2PA,2P%,eFG%,career_ft_pct,prev_ft_pct,career_seasons,target,height_in,weight_lb,ast_to_tov,pts_per_fga,threep_rate,reb_per_min,stocks_per_min,scoring_load,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
24.0,80.0,78.0,32.7,7.4,16.0,0.46,0.3,1.8,2.1,4.5,1.0,0.1,1.9,1.9,18.0,0.5,1.7,0.316,6.8,14.3,0.476,0.476,0.9122807017543861,0.935,3,1,73,162.0,2.368421052631579,1.125,0.10625,0.06422018348623854,0.03363914373088685,0.48929663608562685,False,False,True,False,False
25.0,73.0,43.0,28.5,6.5,13.8,0.47,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0,1.1,2.9,0.386,5.3,10.8,0.492,0.511,0.9186046511627908,0.956,4,1,73,162.0,2.25,1.1594202898550725,0.21014492753623187,0.06666666666666667,0.04210526315789474,0.4842105263157895,False,False,True,False,False
26.0,57.0,53.0,35.6,7.3,16.8,0.434,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,2.1,5.4,0.392,5.1,11.3,0.454,0.497,0.9158878504672898,0.885,5,1,73,162.0,3.4,1.1428571428571428,0.32142857142857145,0.06741573033707865,0.03370786516853933,0.47191011235955055,False,False,True,False,False
27.0,75.0,51.0,28.4,5.5,12.3,0.445,0.2,1.4,1.6,2.5,0.7,0.1,1.6,2.3,13.7,1.3,3.3,0.382,4.2,9.0,0.468,0.496,0.9185185185185185,0.93,6,1,73,162.0,1.5625,1.113821138211382,0.26829268292682923,0.05633802816901409,0.028169014084507043,0.4330985915492958,False,False,True,False,False
26.0,82.0,0.0,18.8,2.3,4.8,0.48,1.8,2.9,4.6,0.8,0.6,0.8,1.4,2.3,5.3,0.0,0.0,0.333,2.3,4.7,0.481,0.481,0.0,0.0,0,0,81,225.0,0.5714285714285715,1.1041666666666667,0.0,0.24468085106382975,0.07446808510638298,0.2553191489361702,False,True,False,False,False
27.0,68.0,0.0,14.8,1.7,3.7,0.464,1.4,2.0,3.4,0.6,0.3,0.3,0.8,1.6,4.4,0.0,0.0,0.0,1.7,3.7,0.466,0.464,0.5384615384615385,0.565,1,0,81,225.0,0.7499999999999999,1.1891891891891893,0.0,0.22972972972972971,0.040540540540540536,0.25,False,True,False,False,False
28.0,60.0,6.0,12.4,1.9,3.6,0.531,1.3,2.0,3.4,0.4,0.3,0.5,0.8,1.7,4.5,0.0,0.1,0.0,1.9,3.5,0.538,0.531,0.5714285714285714,0.634,2,0,81,225.0,0.5,1.25,0.02777777777777778,0.27419354838709675,0.06451612903225806,0.2903225806451613,False,True,False,False,False
29.0,60.0,4.0,14.6,2.4,5.2,0.457,1.9,2.5,4.4,0.7,0.4,0.4,1.4,1.7,5.7,0.0,0.0,0.0,2.4,5.2,0.46,0.457,0.5609756097560977,0.545,3,0,81,225.0,0.5,1.0961538461538463,0.0,0.30136986301369867,0.05479452054794521,0.35616438356164387,False,True,False,False,False
31.0,47.0,0.0,8.9,1.0,1.9,0.552,1.0,1.7,2.7,0.3,0.2,0.3,0.7,1.2,2.7,0.0,0.0,0.0,1.0,1.9,0.552,0.552,0.5522388059701492,0.612,5,0,81,225.0,0.4285714285714286,1.4210526315789476,0.0,0.30337078651685395,0.056179775280898875,0.21348314606741572,False,True,False,False,False
25.0,4.0,0.0,6.8,0.3,1.0,0.25,0.8,0.5,1.3,0.3,0.0,0.3,0.3,2.3,1.3,0.0,0.0,0.0,0.3,1.0,0.25,0.25,0.0,0.0,0,1,80,245.0,1.0,1.3,0.0,0.1911764705882353,0.04411764705882353,0.14705882352941177,False,True,False,False,False
22.0,47.0,14.0,19.7,2.7,7.2,0.374,0.2,2.3,2.5,2.9,0.8,0.1,0.9,1.4,7.5,1.1,3.6,0.321,1.6,3.7,0.424,0.453,0.0,0.0,0,1,73,185.0,3.222222222222222,1.0416666666666667,0.5,0.12690355329949238,0.045685279187817264,0.3654822335025381,False,False,True,False,False
25.0,69.0,0.0,12.7,2.0,4.7,0.418,0.3,1.3,1.7,1.9,0.6,0.1,0.9,1.0,5.5,0.8,2.4,0.331,1.2,2.3,0.513,0.505,0.782608695652174,0.758,3,0,73,185.0,2.111111111111111,1.1702127659574468,0.5106382978723404,0.13385826771653545,0.05511811023622047,0.3700787401574803,False,False,True,False,False
26.0,4.0,0.0,11.0,1.3,3.3,0.385,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0,0.3,1.0,0.25,1.0,2.3,0.444,0.423,0.7878787878787881,0.732,4,1,73,185.0,1.8,1.2121212121212122,0.30303030303030304,0.16363636363636364,0.07272727272727274,0.3,False,False,True,False,False
19.0,66.0,32.0,23.5,4.1,9.3,0.44,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.0,0.0,0,1,76,180.0,1.5833333333333333,1.096774193548387,0.4193548387096774,0.11489361702127661,0.02553191489361702,0.39574468085106385,False,False,False,False,True
24.0,75.0,28.0,26.4,3.9,8.5,0.457,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,1.0,2.6,0.404,2.8,5.9,0.48,0.518,0.0,0.0,0,1,76,229.0,2.8000000000000003,1.2,0.3058823529411765,0.10606060606060606,0.04924242424242425,0.32196969696969696,False,False,False,False,True
25.0,48.0,20.0,29.9,5.1,10.5,0.485,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,1.3,3.4,0.385,3.8,7.1,0.532,0.547,0.8823529411764706,0.865,1,1,76,229.0,2.285714285714286,1.2380952380952381,0.3238095238095238,0.11036789297658862,0.04013377926421405,0.35117056856187295,False,False,True,False,False
26.0,64.0,64.0,28.6,5.9,11.7,0.505,1.0,3.5,4.5,3.2,0.7,0.2,1.4,1.6,15.6,1.6,3.8,0.426,4.3,7.9,0.544,0.575,0.8857142857142858,0.882,2,1,76,229.0,2.285714285714286,1.3333333333333335,0.3247863247863248,0.15734265734265734,0.031468531468531465,0.40909090909090906,False,False,False,False,True
27.0,54.0,54.0,30.9,6.0,13.8,0.438,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,1.4,4.3,0.326,4.6,9.5,0.488,0.489,0.8983050847457628,0.928,3,1,76,229.0,2.9583333333333335,1.1956521739130435,0.3115942028985507,0.1585760517799353,0.025889967637540454,0.44660194174757284,False,False,True,False,False
28.0,56.0,56.0,34.5,7.9,17.5,0.453,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0,21.2,2.6,6.7,0.388,5.3,10.8,0.493,0.527,0.9032258064516131,0.892,4,1,76,229.0,2.8095238095238098,1.2114285714285713,0.38285714285714284,0.15362318840579708,0.034782608695652174,0.5072463768115942,False,False,True,False,False
29.0,36.0,36.0,33.5,6.8,15.1,0.448,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,1.6,5.2,0.312,5.1,9.9,0.518,0.501,0.888,0.864,5,1,76,229.0,2.8095238095238098,1.2649006622516556,0.34437086092715236,0.15223880597014924,0.03582089552238806,0.4507462686567164,False,False,True,False,False
30.0,67.0,0.0,26.0,5.3,10.9,0.484,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,2.0,4.4,0.444,3.3,6.5,0.51,0.574,0.8830409356725145,0.856,6,1,76,229.0,2.466666666666667,1.3669724770642202,0.4036697247706422,0.16153846153846155,0.038461538461538464,0.41923076923076924,False,False,True,False,False
31.0,39.0,25.0,28.7,5.6,12.7,0.44,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,2.1,5.1,0.412,3.5,7.6,0.458,0.522,0.8838383838383838,0.87,7,1,76,229.0,3.6666666666666665,1.236220472440945,0.4015748031496063,0.13240418118466898,0.0313588850174216,0.4425087108013937,False,False,True,False,False
32.0,24.0,13.0,23.5,4.3,10.0,0.433,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,0.7,2.3,0.286,3.7,7.7,0.478,0.467,0.8728070175438597,0.819,8,1,76,229.0,2.5624999999999996,1.27,0.22999999999999998,0.16170212765957445,0.02978723404255319,0.425531914893617,False,False,True,False,False
27.0,73.0,2.0,17.1,2.0,5.3,0.374,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.4,0.4,1.5,0.236,1.6,3.8,0.428,0.407,0.0,0.0,0,1,75,190.0,2.0,1.0188679245283019,0.2830188679245283,0.09941520467836257,0.029239766081871343,0.30994152046783624,False,False,True,False,False
28.0,54.0,3.0,18.8,2.0,5.3,0.382,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,6.3,0.9,2.3,0.371,1.2,3.0,0.391,0.463,0.7692307692307692,0.806,1,1,75,190.0,2.5,1.1886792452830188,0.43396226415094336,0.10106382978723404,0.03723404255319149,0.28191489361702127,False,False,True,False,False
22.0,16.0,12.0,18.1,1.8,4.8,0.382,0.9,1.5,2.4,1.3,0.8,0.4,0.6,1.9,4.9,0.5,1.5,0.333,1.3,3.3,0.404,0.434,0.7777777777777776,0.824,1,0,77,200.0,2.166666666666667,1.0208333333333335,0.3125,0.13259668508287292,0.06629834254143648,0.26519337016574585,False,False,False,False,True
24.0,80.0,73.0,29.0,4.2,9.9,0.424,1.7,3.6,5.3,0.7,0.5,1.0,1.6,2.9,9.6,0.0,0.1,0.0,4.2,9.8,0.426,0.424,0.8750000000000001,0.8,1,1,82,255.0,0.43749999999999994,0.9696969696969696,0.010101010101010102,0.18275862068965518,0.05172413793103448,0.3413793103448276,False,True,False,False,False
23.0,55.0,14.0,22.0,4.1,9.7,0.425,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,1.9,5.0,0.388,2.2,4.7,0.465,0.525,0.8333333333333333,0.848,3,1,76,187.0,1.4,1.154639175257732,0.5154639175257733,0.12272727272727274,0.03636363636363636,0.44090909090909086,False,False,False,False,True
24.0,37.0,36.0,32.8,7.1,16.2,0.44,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,3.5,8.7,0.399,3.7,7.5,0.487,0.547,0.8333333333333334,0.818,4,1,76,187.0,1.4999999999999998,1.2098765432098766,0.537037037037037,0.13414634146341467,0.030487804878048783,0.49390243902439024,False,False,False,False,True
28.0,82.0,18.0,27.8,5.6,13.1,0.43,0.6,2.0,2.6,1.7,0.9,0.1,1.0,1.5,16.3,3.9,9.3,0.416,1.7,3.7,0.466,0.579,0.8055555555555555,0.714,8,0,76,187.0,1.7,1.2442748091603055,0.7099236641221375,0.09352517985611511,0.03597122302158273,0.47122302158273377,False,False,False,False,True
20.0,73.0,0.0,17.2,3.1,8.0,0.387,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9,1.5,4.5,0.33,1.6,3.5,0.461,0.48,0.8333333333333333,0.842,1,1,75,200.0,1.3333333333333335,1.1125,0.5625,0.11046511627906977,0.04651162790697675,0.46511627906976744,False,False,False,False,True
21.0,55.0,1.0,21.3,3.9,8.9,0.434,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,1.1,3.7,0.284,2.8,5.2,0.542,0.494,0.8500000000000002,0.882,2,1,75,200.0,1.5000000000000002,1.1573033707865168,0.4157303370786517,0.13615023474178403,0.03755868544600939,0.41784037558685444,False,False,False,False,True
22.0,42.0,0.0,20.9,4.1,9.5,0.434,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,2.0,5.0,0.401,2.1,4.5,0.471,0.54,0.8421052631578947,0.82,3,1,75,200.0,1.6153846153846154,1.2315789473684209,0.5263157894736842,0.11483253588516747,0.028708133971291867,0.4545454545454546,False,False,False,False,True
23.0,76.0,37.0,28.1,5.1,10.9,0.473,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,2.3,5.8,0.391,2.9,5.1,0.568,0.578,0.8363636363636363,0.819,4,1,75,200.0,1.8124999999999998,1.2660550458715596,0.5321100917431192,0.12099644128113878,0.042704626334519574,0.3879003558718861,False,False,False,False,True
24.0,77.0,0.0,22.3,4.6,10.3,0.448,0.4,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,1.9,5.2,0.359,2.8,5.2,0.538,0.538,0.8285714285714285,0.795,5,1,75,200.0,2.0526315789473686,1.3106796116504853,0.5048543689320388,0.11659192825112108,0.040358744394618826,0.4618834080717489,False,False,False,False,True
25.0,72.0,0.0,26.0,5.5,12.4,0.443,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,2.1,5.9,0.35,3.4,6.5,0.528,0.526,0.845360824742268,0.889,6,1,75,200.0,2.4285714285714284,1.2419354838709677,0.47580645161290325,0.11153846153846153,0.04230769230769231,0.47692307692307695,False,False,False,False,True
26.0,65.0,45.0,31.6,6.3,14.4,0.439,0.5,3.3,3.8,5.6,0.9,0.6,2.4,2.4,17.2,2.1,6.6,0.325,4.2,7.9,0.534,0.513,0.848,0.829,7,1,75,200.0,2.3333333333333335,1.1944444444444444,0.4583333333333333,0.12025316455696201,0.04746835443037974,0.45569620253164556,False,False,False,False,True
22.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,75,190.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,False,True
24.0,1.0,0.0,8.0,3.0,5.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,3.0,4.0,0.75,0.6,1.0,1.0,1,1,75,190.0,1.0,1.6,0.2,0.125,0.0,0.625,False,False,True,False,False
22.0,54.0,1.0,9.7,1.1,2.4,0.477,1.3,1.7,3.0,0.6,0.5,0.3,0.8,2.1,3.0,0.0,0.0,0.0,1.1,2.3,0.484,0.477,0.0,0.0,0,0,79,250.0,0.7499999999999999,1.25,0.0,0.30927835051546393,0.08247422680412372,0.24742268041237114,False,True,False,False,False
23.0,53.0,0.0,8.1,1.1,2.6,0.434,0.8,0.9,1.7,0.4,0.4,0.1,0.8,1.5,3.0,0.0,0.1,0.333,1.1,2.5,0.436,0.438,0.6363636363636364,0.613,1,0,79,250.0,0.5,1.1538461538461537,0.038461538461538464,0.20987654320987656,0.0617283950617284,0.3209876543209877,False,True,False,False,False
24.0,47.0,0.0,12.9,2.0,4.3,0.463,1.9,2.0,3.9,0.6,0.9,0.5,1.2,2.6,6.0,0.0,0.0,0.0,2.0,4.3,0.465,0.463,0.608695652173913,0.639,2,0,79,250.0,0.5,1.3953488372093024,0.0,0.3023255813953488,0.10852713178294572,0.3333333333333333,False,True,False,False,False
25.0,74.0,3.0,18.1,2.4,5.2,0.457,1.8,2.7,4.5,0.6,0.5,0.7,1.3,3.1,6.7,0.0,0.0,0.333,2.4,5.2,0.458,0.458,0.648148148148148,0.671,3,0,79,250.0,0.4615384615384615,1.2884615384615385,0.0,0.24861878453038672,0.06629834254143646,0.287292817679558,False,True,False,False,False
26.0,57.0,9.0,21.4,2.8,6.5,0.435,1.7,3.7,5.4,0.8,1.0,0.7,1.3,2.6,7.7,0.1,0.3,0.176,2.8,6.2,0.447,0.439,0.6666666666666666,0.722,4,0,79,250.0,0.6153846153846154,1.1846153846153846,0.04615384615384615,0.25233644859813087,0.07943925233644861,0.3037383177570094,False,True,False,False,False
27.0,82.0,1.0,21.0,3.6,7.7,0.463,2.1,3.9,6.0,0.7,0.9,0.5,1.7,2.5,9.4,0.0,0.1,0.083,3.6,7.6,0.47,0.464,0.6788990825688073,0.713,5,0,79,250.0,0.4117647058823529,1.2207792207792207,0.012987012987012988,0.2857142857142857,0.06666666666666667,0.3666666666666667,False,True,False,False,False
28.0,79.0,13.0,24.5,3.7,8.0,0.459,1.9,4.5,6.4,1.6,0.7,0.5,2.2,2.6,10.4,0.0,0.1,0.4,3.6,7.9,0.459,0.46,0.6928571428571431,0.72,6,1,79,250.0,0.7272727272727273,1.3,0.0125,0.2612244897959184,0.04897959183673469,0.32653061224489793,False,True,False,False,False
29.0,67.0,13.0,18.7,2.6,6.0,0.428,1.6,3.1,4.8,1.0,0.5,0.4,1.7,2.4,7.9,0.0,0.0,0.0,2.6,6.0,0.431,0.428,0.7150837988826815,0.791,7,1,79,250.0,0.5882352941176471,1.3166666666666667,0.0,0.25668449197860965,0.04812834224598931,0.32085561497326204,False,True,False,False,False
30.0,76.0,5.0,19.4,2.6,5.8,0.449,1.7,2.8,4.5,0.8,0.6,0.2,1.3,2.7,7.0,0.0,0.1,0.1,2.6,5.7,0.457,0.45,0.7276995305164319,0.813,8,0,79,250.0,0.6153846153846154,1.206896551724138,0.017241379310344827,0.23195876288659795,0.04123711340206186,0.29896907216494845,False,True,False,False,False
31.0,72.0,35.0,15.5,1.5,3.9,0.374,1.2,2.4,3.6,0.9,0.6,0.2,1.1,2.0,4.4,0.0,0.0,1.0,1.4,3.9,0.371,0.375,0.729957805907173,0.737,9,1,79,250.0,0.8181818181818181,1.1282051282051284,0.0,0.23225806451612904,0.05161290322580645,0.25161290322580643,False,True,False,False,False
33.0,49.0,3.0,10.1,1.3,3.7,0.367,0.6,1.5,2.1,0.6,0.3,0.1,0.8,1.6,3.5,0.0,0.1,0.286,1.3,3.5,0.37,0.372,0.7348484848484849,0.808,11,0,79,250.0,0.7499999999999999,0.9459459459459459,0.02702702702702703,0.20792079207920794,0.039603960396039604,0.3663366336633664,False,True,False,False,False
34.0,38.0,0.0,12.4,1.2,3.4,0.344,0.4,2.1,2.5,0.9,0.3,0.1,0.9,1.9,3.4,0.0,0.2,0.0,1.2,3.3,0.363,0.344,0.7372262773722628,0.725,12,1,79,250.0,1.0,1.0,0.05882352941176471,0.20161290322580644,0.03225806451612903,0.27419354838709675,False,True,False,False,False
22.0,58.0,2.0,11.6,2.3,5.5,0.426,1.0,0.9,1.9,0.8,0.6,0.1,1.0,1.3,5.7,0.1,0.5,0.226,2.2,5.0,0.448,0.437,0.0,0.0,0,0,80,190.0,0.8,1.0363636363636364,0.09090909090909091,0.16379310344827586,0.06034482758620689,0.47413793103448276,False,False,False,True,False
23.0,43.0,5.0,14.5,2.6,6.4,0.405,1.0,1.7,2.7,1.1,0.7,0.2,1.2,2.0,6.6,0.1,0.4,0.25,2.5,6.0,0.415,0.412,0.6923076923076923,0.689,1,0,80,190.0,0.9166666666666667,1.0312499999999998,0.0625,0.18620689655172415,0.06206896551724137,0.44137931034482764,False,False,False,True,False
24.0,60.0,41.0,26.7,4.9,11.2,0.435,1.3,2.3,3.6,1.8,1.2,0.4,1.4,2.9,13.0,0.4,1.2,0.301,4.5,9.9,0.451,0.451,0.6969696969696968,0.678,2,1,80,190.0,1.2857142857142858,1.1607142857142858,0.10714285714285715,0.1348314606741573,0.05992509363295881,0.4194756554307116,False,False,False,False,True
25.0,62.0,48.0,25.8,4.4,10.6,0.415,1.2,2.6,3.9,1.9,1.4,0.5,1.8,2.4,11.5,0.3,1.6,0.21,4.0,9.0,0.452,0.431,0.7428571428571428,0.78,3,1,80,190.0,1.0555555555555556,1.0849056603773586,0.15094339622641512,0.1511627906976744,0.07364341085271317,0.4108527131782945,False,False,False,True,False
26.0,80.0,79.0,30.7,4.7,11.8,0.396,0.7,2.2,3.0,2.1,1.6,0.6,1.9,2.3,13.5,1.0,2.8,0.356,3.7,9.0,0.408,0.438,0.76,0.799,4,1,80,190.0,1.105263157894737,1.1440677966101693,0.23728813559322032,0.09771986970684039,0.07166123778501629,0.3843648208469056,False,False,False,False,True
27.0,77.0,10.0,21.3,2.8,6.6,0.428,0.6,2.2,2.8,1.3,0.8,0.3,1.0,2.0,7.7,0.1,0.5,0.22,2.7,6.0,0.446,0.437,0.7941176470588235,0.876,5,1,80,190.0,1.3,1.1666666666666667,0.07575757575757576,0.13145539906103285,0.051643192488262914,0.30985915492957744,False,False,False,True,False
28.0,31.0,7.0,23.6,3.1,7.5,0.411,0.7,2.2,3.0,1.2,1.0,0.2,1.1,2.2,8.1,0.2,0.7,0.261,2.9,6.7,0.428,0.424,0.79375,0.824,6,1,80,190.0,1.0909090909090908,1.0799999999999998,0.09333333333333332,0.1271186440677966,0.05084745762711864,0.3177966101694915,False,False,False,True,False
29.0,82.0,61.0,29.2,4.5,9.5,0.476,1.5,2.8,4.3,2.4,0.9,0.2,1.3,2.4,11.3,0.1,0.4,0.286,4.4,9.1,0.485,0.482,0.8055555555555556,0.902,7,1,80,190.0,1.846153846153846,1.1894736842105265,0.042105263157894736,0.14726027397260275,0.037671232876712334,0.3253424657534247,False,False,False,True,False
24.0,14.0,1.0,10.1,1.1,2.9,0.4,0.6,1.9,2.4,0.6,0.5,0.4,0.2,1.1,3.1,0.1,0.6,0.125,1.1,2.3,0.469,0.413,0.0,0.0,0,1,81,228.0,2.9999999999999996,1.0689655172413794,0.20689655172413793,0.2376237623762376,0.08910891089108912,0.2871287128712871,False,True,False,False,False
27.0,6.0,0.0,4.0,0.7,1.0,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0,0.0,0.2,0.0,0.7,0.8,0.8,0.667,0.736842105263158,1.0,3,0,81,228.0,1.4999999999999998,2.0,0.2,0.175,0.1,0.25,False,True,False,False,False
26.0,5.0,0.0,9.2,1.2,2.0,0.6,1.2,1.0,2.2,0.0,0.0,0.4,0.2,1.2,4.0,0.0,0.0,0.0,1.2,2.0,0.6,0.6,0.9999999999999993,1.0,1,1,84,255.0,0.0,2.0,0.0,0.23913043478260873,0.04347826086956522,0.2173913043478261,True,False,False,False,False
27.0,22.0,8.0,16.5,2.0,4.4,0.448,1.3,2.4,3.7,0.3,0.4,1.5,1.0,2.6,5.5,0.0,0.0,0.0,2.0,4.4,0.448,0.448,0.8518518518518516,0.8,2,0,84,255.0,0.3,1.25,0.0,0.22424242424242424,0.11515151515151514,0.26666666666666666,True,False,False,False,False
28.0,28.0,1.0,13.1,1.0,2.5,0.391,1.5,2.5,4.0,0.0,0.3,0.9,0.6,2.1,3.5,0.0,0.0,0.0,1.0,2.5,0.391,0.391,0.7916666666666666,0.723,3,0,84,255.0,0.0,1.4,0.0,0.3053435114503817,0.0916030534351145,0.19083969465648856,True,False,False,False,False
21.0,54.0,15.0,17.3,2.0,5.4,0.374,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,0.6,1.7,0.37,1.4,3.6,0.376,0.433,0.0,0.0,0,1,77,185.0,1.3333333333333335,1.0925925925925926,0.31481481481481477,0.15028901734104047,0.040462427745664734,0.31213872832369943,False,False,False,False,True
22.0,26.0,5.0,17.5,2.3,5.8,0.4,0.4,2.3,2.7,1.2,0.5,0.2,1.0,1.1,6.7,0.5,1.4,0.333,1.8,4.4,0.421,0.44,0.7647058823529412,0.763,1,0,77,185.0,1.2,1.1551724137931034,0.24137931034482757,0.1542857142857143,0.04,0.3314285714285714,False,False,False,False,True
24.0,9.0,0.0,20.0,3.1,7.8,0.4,0.8,3.0,3.8,1.2,0.4,0.1,1.0,1.1,8.1,0.8,2.2,0.35,2.3,5.6,0.42,0.45,0.725,0.695,2,1,77,185.0,1.2,1.0384615384615385,0.2820512820512821,0.19,0.025,0.39,False,False,False,False,True
27.0,4.0,0.0,6.3,0.8,3.8,0.2,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,2.0,0.0,0.5,0.0,0.8,3.3,0.231,0.2,0.7547169811320755,0.833,3,0,77,185.0,1.0,0.5263157894736842,0.13157894736842105,0.36507936507936506,0.0,0.6031746031746031,False,False,False,False,True
25.0,69.0,5.0,20.7,2.5,5.8,0.438,0.7,1.7,2.3,2.0,1.4,0.2,1.4,2.5,7.6,0.7,2.1,0.345,1.8,3.6,0.494,0.503,0.0,0.0,0,0,78,205.0,1.4285714285714286,1.3103448275862069,0.3620689655172414,0.1111111111111111,0.07729468599033816,0.28019323671497587,False,False,False,False,True
26.0,77.0,38.0,29.4,4.3,10.2,0.418,1.1,3.4,4.5,3.8,1.8,0.2,2.1,2.4,12.8,1.1,3.2,0.359,3.1,7.1,0.445,0.474,0.72,0.737,1,1,78,205.0,1.8095238095238093,1.254901960784314,0.3137254901960785,0.15306122448979592,0.06802721088435375,0.3469387755102041,False,False,False,False,True
27.0,74.0,74.0,29.6,5.0,10.5,0.471,1.0,3.4,4.4,3.9,1.6,0.4,2.3,2.6,16.0,1.3,3.5,0.376,3.6,7.1,0.517,0.533,0.7656249999999999,0.802,2,1,78,205.0,1.6956521739130437,1.5238095238095237,0.3333333333333333,0.14864864864864866,0.06756756756756756,0.3547297297297297,False,False,False,False,True
28.0,65.0,56.0,27.9,4.8,10.3,0.462,0.6,2.9,3.5,3.6,1.6,0.4,1.9,2.4,15.1,1.3,3.3,0.382,3.5,7.0,0.5,0.524,0.7822580645161291,0.803,3,1,78,205.0,1.8947368421052633,1.466019417475728,0.3203883495145631,0.12544802867383514,0.07168458781362008,0.3691756272401434,False,False,False,False,True
29.0,75.0,36.0,27.5,5.3,11.4,0.464,0.8,3.6,4.4,3.5,1.5,0.4,2.1,2.1,16.5,1.7,4.3,0.396,3.6,7.1,0.505,0.539,0.7821229050279328,0.778,4,1,78,205.0,1.6666666666666665,1.4473684210526316,0.3771929824561403,0.16,0.06909090909090909,0.41454545454545455,False,False,False,False,True
30.0,74.0,23.0,31.1,6.1,13.3,0.46,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3,19.5,2.1,5.3,0.401,4.0,8.0,0.499,0.54,0.7991266375545851,0.86,5,1,78,205.0,1.6666666666666665,1.4661654135338344,0.39849624060150374,0.15434083601286172,0.06109324758842443,0.42765273311897106,False,False,False,False,True
31.0,44.0,7.0,26.8,5.1,11.2,0.454,0.5,4.0,4.5,3.6,1.5,0.4,2.0,2.0,15.5,1.6,4.8,0.33,3.5,6.4,0.546,0.524,0.8096885813148788,0.86,6,1,78,205.0,1.8,1.3839285714285716,0.4285714285714286,0.16791044776119401,0.0708955223880597,0.417910447761194,False,False,False,False,True
32.0,75.0,21.0,28.7,5.3,12.0,0.441,0.9,2.9,3.8,4.9,1.4,0.3,2.1,2.1,16.5,1.8,4.7,0.377,3.5,7.4,0.481,0.514,0.8192771084337349,0.884,7,1,78,205.0,2.3333333333333335,1.375,0.39166666666666666,0.13240418118466898,0.059233449477351915,0.4181184668989547,False,False,False,False,True
33.0,80.0,79.0,30.3,5.5,12.7,0.433,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,1.9,5.5,0.349,3.6,7.2,0.497,0.509,0.8258575197889182,0.87,8,1,78,205.0,2.227272727272727,1.3700787401574803,0.4330708661417323,0.12211221122112212,0.0627062706270627,0.4191419141914191,False,False,False,False,True
34.0,34.0,7.0,23.3,4.4,8.4,0.526,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,12.9,1.5,3.7,0.413,2.9,4.7,0.616,0.618,0.8325581395348837,0.871,9,1,78,205.0,2.3157894736842106,1.5357142857142856,0.44047619047619047,0.14592274678111586,0.04721030042918455,0.3605150214592275,False,False,False,False,True
35.0,60.0,0.0,23.2,3.8,9.0,0.425,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,1.4,3.9,0.353,2.4,5.1,0.48,0.502,0.8347826086956521,0.871,10,1,78,205.0,2.0909090909090904,1.3111111111111111,0.43333333333333335,0.14655172413793102,0.06465517241379311,0.3879310344827586,False,False,False,False,True
36.0,68.0,3.0,22.8,4.3,9.2,0.469,0.4,2.5,3.0,4.3,1.0,0.3,2.0,1.9,12.3,1.3,3.8,0.349,3.0,5.4,0.553,0.541,0.8319838056680161,0.796,11,1,78,205.0,2.15,1.3369565217391306,0.41304347826086957,0.13157894736842105,0.05701754385964912,0.40350877192982454,False,False,False,False,True
