Age,G,GS,MP,FG,FGA,FG%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3P,3PA,3P%,2P,2PA,2P%,eFG%,career_ft_pct,prev_ft_pct,career_seasons,target,height_in,weight_lb,ast_to_tov,pts_per_fga,threep_rate,reb_per_min,stocks_per_min,scoring_load,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
24.0,24.0,2.0,13.8,1.8,4.4,0.4,0.8,0.5,1.3,0.8,0.5,0.2,0.7,2.2,4.6,0.0,0.1,0.0,1.8,4.3,0.412,0.4,0.7999999999999999,0.809,2,1,78,210.0,1.142857142857143,1.0454545454545452,0.022727272727272728,0.09420289855072464,0.05072463768115942,0.31884057971014496,False,False,False,True,False
25.0,37.0,7.0,15.3,2.0,4.3,0.465,1.1,1.0,2.1,1.4,0.6,0.0,0.6,2.0,5.2,0.0,0.1,0.0,2.0,4.2,0.471,0.465,0.7959183673469388,0.818,3,0,78,210.0,2.3333333333333335,1.2093023255813955,0.023255813953488375,0.13725490196078433,0.0392156862745098,0.28104575163398693,False,False,False,True,False
26.0,23.0,0.0,9.7,0.9,2.6,0.339,0.4,0.8,1.2,0.6,0.6,0.0,0.8,1.4,2.7,0.0,0.1,0.0,0.9,2.5,0.351,0.339,0.7846153846153847,0.717,4,1,78,210.0,0.7499999999999999,1.0384615384615385,0.038461538461538464,0.12371134020618557,0.061855670103092786,0.2680412371134021,False,True,False,False,False
25.0,31.0,0.0,13.9,1.5,3.4,0.443,0.5,1.0,1.5,1.7,0.7,0.0,0.0,1.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,75,185.0,0.0,1.2058823529411764,0.0,0.1079136690647482,0.05035971223021582,0.24460431654676257,False,False,False,False,True
19.0,63.0,15.0,27.2,3.0,6.9,0.435,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,8.4,1.0,2.9,0.346,2.0,3.9,0.502,0.509,0.0,0.0,0,0,79,195.0,1.2142857142857144,1.2173913043478262,0.42028985507246375,0.15073529411764705,0.06250000000000001,0.25367647058823534,False,False,False,True,False
20.0,59.0,59.0,33.0,4.5,10.6,0.421,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,1.1,3.8,0.281,3.4,6.8,0.5,0.472,0.7142857142857143,0.702,1,0,79,195.0,1.6190476190476188,1.1603773584905661,0.3584905660377358,0.15151515151515152,0.06060606060606061,0.3212121212121212,False,False,False,True,False
31.0,79.0,79.0,35.3,5.7,13.1,0.436,0.8,2.4,3.2,3.1,0.9,0.2,0.0,3.6,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,71,165.0,0.0,1.015267175572519,0.0,0.09065155807365441,0.031161473087818702,0.37110481586402266,False,False,False,True,False
32.0,82.0,82.0,33.0,4.8,11.0,0.433,0.6,2.3,2.9,3.0,0.8,0.2,0.0,3.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.873,1,1,71,165.0,0.0,1.009090909090909,0.0,0.08787878787878788,0.030303030303030304,0.3333333333333333,False,False,False,True,False
35.0,32.0,0.0,13.0,1.1,2.9,0.376,2.0,2.2,4.2,1.0,0.3,0.2,0.0,2.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,78,228.0,0.0,0.9310344827586208,0.0,0.3230769230769231,0.038461538461538464,0.22307692307692306,False,True,False,False,False
22.0,82.0,82.0,38.4,8.1,14.8,0.547,2.4,6.5,8.9,2.0,0.6,1.2,2.7,3.4,21.7,0.0,0.0,0.0,8.1,14.8,0.547,0.547,0.0,0.0,0,1,85,245.0,0.7407407407407407,1.466216216216216,0.0,0.23177083333333334,0.046875,0.3854166666666667,True,False,False,False,False
23.0,82.0,81.0,35.7,7.5,13.6,0.554,2.0,5.5,7.5,1.4,0.6,1.0,2.4,3.2,20.1,0.0,0.0,0.0,7.5,13.6,0.554,0.554,0.7971014492753624,0.797,1,1,85,245.0,0.5833333333333334,1.4779411764705883,0.0,0.21008403361344535,0.04481792717086835,0.38095238095238093,True,False,False,False,False
24.0,72.0,50.0,28.6,5.4,9.6,0.562,1.6,4.2,5.8,1.2,0.7,0.9,2.3,2.9,14.4,0.0,0.0,0.0,5.4,9.6,0.562,0.562,0.7954545454545455,0.788,2,1,85,245.0,0.5217391304347826,1.5,0.0,0.20279720279720279,0.055944055944055944,0.3356643356643356,True,False,False,False,False
25.0,82.0,82.0,30.1,5.5,9.8,0.566,2.3,4.9,7.2,1.7,0.5,1.5,2.5,3.8,15.7,0.0,0.0,0.0,5.5,9.8,0.566,0.566,0.7877094972067038,0.763,3,0,85,245.0,0.6799999999999999,1.6020408163265305,0.0,0.23920265780730895,0.06644518272425248,0.32558139534883723,True,False,False,False,False
26.0,77.0,77.0,32.3,5.9,10.5,0.561,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0,0.0,0.0,0.0,5.9,10.5,0.561,0.561,0.7759336099585061,0.744,4,1,85,245.0,0.5384615384615384,1.619047619047619,0.0,0.260061919504644,0.058823529411764705,0.325077399380805,True,False,False,False,False
28.0,2.0,0.0,18.0,1.5,3.5,0.429,1.0,4.0,5.0,2.5,0.5,0.5,3.0,3.0,6.0,0.0,0.0,0.0,1.5,3.5,0.429,0.429,0.7810457516339868,0.805,5,0,85,245.0,0.8333333333333334,1.7142857142857142,0.0,0.2777777777777778,0.05555555555555555,0.19444444444444445,True,False,False,False,False
29.0,58.0,50.0,34.3,5.8,10.9,0.531,2.3,5.4,7.7,1.7,0.7,0.4,2.2,3.2,17.5,0.0,0.0,0.0,5.8,10.9,0.531,0.531,0.7556179775280898,0.6,6,1,85,245.0,0.7727272727272726,1.6055045871559632,0.0,0.22448979591836737,0.032069970845481056,0.3177842565597668,True,False,False,False,False
30.0,82.0,4.0,20.4,3.5,6.4,0.544,1.5,3.1,4.7,1.0,0.5,0.5,1.6,2.9,11.1,0.0,0.0,0.0,3.5,6.4,0.544,0.544,0.7615740740740741,0.79,7,1,85,245.0,0.625,1.7343749999999998,0.0,0.2303921568627451,0.04901960784313726,0.3137254901960785,True,False,False,False,False
31.0,78.0,76.0,29.9,4.7,9.8,0.475,1.9,4.7,6.7,1.2,0.3,0.5,2.4,3.0,12.4,0.0,0.0,0.0,4.7,9.8,0.475,0.475,0.7644628099173554,0.798,8,1,85,245.0,0.5,1.2653061224489794,0.0,0.22408026755852845,0.026755852842809368,0.3277591973244148,True,False,False,False,False
32.0,71.0,71.0,30.4,4.1,8.4,0.488,1.9,4.6,6.5,2.0,0.5,0.5,1.7,3.4,11.4,0.0,0.0,0.0,4.1,8.4,0.488,0.488,0.7648183556405354,0.766,9,1,85,245.0,1.1764705882352942,1.3571428571428572,0.0,0.2138157894736842,0.03289473684210526,0.27631578947368424,True,False,False,False,False
33.0,79.0,79.0,28.8,4.0,8.2,0.49,2.1,4.0,6.2,1.6,0.4,0.2,1.4,2.1,9.6,0.0,0.0,0.0,4.0,8.2,0.49,0.49,0.7686832740213522,0.811,10,0,85,245.0,1.142857142857143,1.1707317073170733,0.0,0.2152777777777778,0.020833333333333336,0.2847222222222222,True,False,False,False,False
34.0,64.0,64.0,23.0,3.3,7.0,0.467,1.5,3.6,5.1,1.4,0.3,0.2,1.2,2.0,8.0,0.0,0.0,0.0,3.3,7.0,0.467,0.467,0.7658119658119658,0.697,11,0,85,245.0,1.1666666666666667,1.1428571428571428,0.0,0.2217391304347826,0.021739130434782608,0.30434782608695654,True,False,False,False,False
35.0,63.0,63.0,19.9,2.2,5.4,0.411,1.3,2.4,3.7,1.3,0.3,0.2,1.0,2.4,5.6,0.0,0.0,0.0,2.2,5.4,0.411,0.411,0.759016393442623,0.604,12,0,85,245.0,1.3,1.037037037037037,0.0,0.18592964824120606,0.02512562814070352,0.27135678391959805,True,False,False,False,False
36.0,42.0,41.0,18.6,2.3,4.5,0.513,1.0,2.6,3.6,1.4,0.2,0.2,1.2,2.0,5.6,0.0,0.0,0.0,2.3,4.5,0.513,0.513,0.7571884984025559,0.735,13,0,85,245.0,1.1666666666666667,1.2444444444444445,0.0,0.1935483870967742,0.02150537634408602,0.24193548387096772,True,False,False,False,False
28.0,20.0,2.0,9.6,1.3,2.4,0.532,1.1,0.8,1.9,0.2,0.4,0.5,0.8,2.3,3.2,0.1,0.1,0.5,1.2,2.3,0.533,0.543,0.72,0.72,4,0,81,220.0,0.25,1.3333333333333335,0.04166666666666667,0.19791666666666666,0.09375,0.25,False,True,False,False,False
22.0,3.0,0.0,14.7,0.7,6.0,0.111,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,2.0,0.0,1.7,0.0,0.7,4.3,0.154,0.111,0.0,0.0,0,0,80,215.0,1.0,0.3333333333333333,0.2833333333333333,0.3197278911564626,0.08843537414965986,0.40816326530612246,False,True,False,False,False
22.0,75.0,13.0,18.8,2.3,4.3,0.533,1.9,3.5,5.4,1.4,0.6,0.9,1.1,3.3,6.3,0.0,0.0,0.0,2.3,4.2,0.538,0.533,0.0,0.0,0,0,81,225.0,1.2727272727272725,1.4651162790697674,0.0,0.2872340425531915,0.07978723404255318,0.22872340425531912,True,False,False,False,False
23.0,80.0,34.0,19.1,1.8,3.7,0.472,1.5,2.6,4.1,1.6,0.6,0.8,0.9,2.7,5.1,0.0,0.0,0.0,1.8,3.7,0.475,0.472,0.7391304347826086,0.741,1,0,81,225.0,1.777777777777778,1.3783783783783783,0.0,0.21465968586387432,0.07329842931937172,0.19371727748691098,False,True,False,False,False
24.0,65.0,13.0,17.3,2.3,4.8,0.481,1.5,2.9,4.4,1.0,0.4,0.2,1.4,3.0,6.4,0.0,0.0,0.0,2.3,4.7,0.484,0.481,0.7333333333333333,0.733,2,0,81,225.0,0.7142857142857143,1.3333333333333335,0.0,0.2543352601156069,0.034682080924855495,0.2774566473988439,False,True,False,False,False
25.0,80.0,2.0,15.0,1.4,3.0,0.469,1.3,2.1,3.4,1.2,0.5,0.3,1.1,2.2,4.3,0.0,0.0,0.0,1.4,3.0,0.473,0.469,0.7083333333333334,0.69,3,0,81,225.0,1.0909090909090908,1.4333333333333333,0.0,0.22666666666666666,0.05333333333333334,0.2,False,True,False,False,False
23.0,74.0,0.0,17.0,1.9,3.9,0.478,0.9,1.2,2.1,1.5,0.8,0.3,1.1,2.3,5.4,0.0,0.1,0.2,1.9,3.8,0.482,0.479,0.0,0.0,0,1,79,185.0,1.3636363636363635,1.3846153846153848,0.025641025641025644,0.12352941176470589,0.06470588235294118,0.22941176470588234,False,False,False,True,False
24.0,81.0,76.0,24.4,2.1,4.4,0.468,1.2,2.1,3.3,2.3,1.0,0.4,1.3,3.1,5.8,0.0,0.0,0.0,2.1,4.4,0.473,0.468,0.7999999999999999,0.793,1,1,79,185.0,1.769230769230769,1.3181818181818181,0.0,0.13524590163934427,0.05737704918032787,0.18032786885245905,False,False,False,True,False
25.0,82.0,8.0,18.9,2.3,5.3,0.428,1.0,1.9,2.9,3.3,0.9,0.2,1.8,2.7,6.1,0.0,0.1,0.143,2.3,5.2,0.433,0.429,0.7857142857142856,0.784,2,1,79,185.0,1.8333333333333333,1.150943396226415,0.01886792452830189,0.15343915343915346,0.05820105820105821,0.2804232804232804,False,False,False,True,False
26.0,80.0,14.0,18.4,1.7,3.8,0.431,0.8,1.7,2.6,3.2,0.9,0.2,1.4,3.2,5.4,0.0,0.2,0.25,1.6,3.7,0.439,0.436,0.7741935483870968,0.781,3,1,79,185.0,2.285714285714286,1.4210526315789476,0.052631578947368425,0.14130434782608697,0.05978260869565218,0.20652173913043478,False,False,False,True,False
27.0,80.0,1.0,20.9,2.8,6.5,0.421,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8,0.0,0.2,0.067,2.7,6.3,0.432,0.422,0.784090909090909,0.807,4,1,79,185.0,1.8571428571428574,1.2,0.03076923076923077,0.1244019138755981,0.06698564593301437,0.31100478468899523,False,False,False,True,False
28.0,79.0,0.0,25.1,4.2,9.4,0.447,1.1,2.2,3.3,4.0,1.4,0.2,2.1,3.5,12.5,0.1,0.5,0.195,4.1,8.9,0.461,0.452,0.7796610169491526,0.756,5,1,79,185.0,1.9047619047619047,1.3297872340425532,0.05319148936170213,0.13147410358565736,0.06374501992031871,0.3745019920318725,False,False,False,True,False
29.0,73.0,10.0,27.3,4.2,10.2,0.412,1.1,2.4,3.5,3.8,1.2,0.4,1.8,3.4,13.0,0.3,1.1,0.275,3.9,9.1,0.428,0.426,0.7810650887573964,0.785,6,1,79,185.0,2.111111111111111,1.2745098039215688,0.10784313725490198,0.1282051282051282,0.05860805860805861,0.3736263736263736,False,True,False,False,False
30.0,77.0,0.0,17.3,1.4,3.7,0.38,0.5,1.7,2.2,2.2,0.8,0.2,1.2,2.4,4.5,0.0,0.2,0.188,1.4,3.5,0.391,0.385,0.78125,0.786,7,1,79,185.0,1.8333333333333335,1.2162162162162162,0.05405405405405406,0.12716763005780346,0.057803468208092484,0.2138728323699422,False,False,False,True,False
31.0,41.0,0.0,17.1,1.6,3.7,0.437,0.4,1.8,2.3,2.1,0.6,0.1,1.3,2.0,4.9,0.0,0.1,0.2,1.6,3.6,0.445,0.44,0.7836734693877551,0.791,8,1,79,185.0,1.6153846153846154,1.3243243243243243,0.02702702702702703,0.13450292397660815,0.040935672514619874,0.21637426900584794,False,True,False,False,False
32.0,81.0,0.0,19.8,2.2,4.9,0.452,0.8,1.7,2.6,2.3,1.0,0.4,1.1,3.1,6.2,0.1,0.4,0.194,2.1,4.5,0.474,0.46,0.7857142857142858,0.782,9,0,79,185.0,2.0909090909090904,1.2653061224489794,0.08163265306122448,0.13131313131313133,0.0707070707070707,0.2474747474747475,False,True,False,False,False
30.0,18.0,0.0,25.9,3.1,7.2,0.434,1.7,4.8,6.4,1.3,0.5,0.6,0.0,2.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79,210.0,0.0,0.9722222222222222,0.0,0.24710424710424714,0.042471042471042476,0.277992277992278,False,True,False,False,False
22.0,37.0,0.0,8.3,1.4,2.8,0.49,0.5,0.7,1.3,0.5,0.5,0.2,0.5,1.0,3.5,0.0,0.0,0.0,1.4,2.7,0.495,0.49,0.0,0.0,0,0,79,175.0,1.0,1.25,0.0,0.1566265060240964,0.08433734939759036,0.3373493975903614,False,True,False,False,False
23.0,81.0,0.0,30.4,4.2,8.3,0.503,3.3,5.3,8.6,2.7,0.7,1.0,1.6,4.1,9.8,0.0,0.0,0.0,4.2,8.3,0.503,0.503,0.0,0.0,0,1,83,245.0,1.6875,1.180722891566265,0.0,0.28289473684210525,0.05592105263157895,0.27302631578947373,True,False,False,False,False
24.0,80.0,34.0,22.9,3.3,6.7,0.494,2.9,4.8,7.7,1.3,0.5,0.8,1.5,3.7,9.0,0.1,0.2,0.308,3.3,6.5,0.499,0.498,0.7368421052631579,0.765,1,1,83,245.0,0.8666666666666667,1.3432835820895521,0.029850746268656716,0.33624454148471616,0.05676855895196507,0.2925764192139738,True,False,False,False,False
25.0,82.0,82.0,35.0,5.3,10.7,0.497,3.4,8.7,12.1,3.2,0.6,1.4,2.1,3.9,13.6,0.0,0.2,0.154,5.3,10.5,0.502,0.498,0.7708333333333333,0.793,2,1,83,245.0,1.5238095238095237,1.2710280373831777,0.01869158878504673,0.3457142857142857,0.05714285714285714,0.3057142857142857,True,False,False,False,False
26.0,82.0,82.0,34.9,6.7,12.7,0.53,4.0,8.2,12.2,1.8,0.6,1.0,1.8,3.3,17.3,0.0,0.1,0.0,6.7,12.6,0.535,0.53,0.7790697674418604,0.79,3,1,83,245.0,1.0,1.3622047244094488,0.007874015748031498,0.34957020057306587,0.04584527220630373,0.3638968481375358,True,False,False,False,False
27.0,82.0,82.0,35.3,7.3,14.4,0.506,3.6,8.8,12.4,1.9,0.8,0.9,1.6,3.8,17.5,0.0,0.2,0.222,7.2,14.1,0.51,0.507,0.8091603053435114,0.866,4,1,83,245.0,1.1874999999999998,1.2152777777777777,0.01388888888888889,0.3512747875354108,0.048158640226628906,0.4079320113314448,True,False,False,False,False
28.0,82.0,82.0,35.3,6.6,13.5,0.492,3.7,9.4,13.1,1.8,0.7,0.8,1.6,3.5,16.6,0.0,0.2,0.286,6.6,13.3,0.495,0.494,0.8095238095238095,0.797,5,1,83,245.0,1.125,1.2296296296296296,0.014814814814814815,0.37110481586402266,0.042492917847025496,0.3824362606232295,True,False,False,False,False
29.0,82.0,82.0,34.8,6.2,12.3,0.501,3.0,8.7,11.6,1.8,0.9,0.8,1.5,3.5,15.4,0.1,0.3,0.286,6.1,12.1,0.506,0.504,0.8115942028985508,0.834,6,1,83,245.0,1.2,1.2520325203252032,0.024390243902439022,0.33333333333333337,0.04885057471264369,0.353448275862069,True,False,False,False,False
30.0,82.0,82.0,35.3,5.5,11.3,0.493,2.0,8.1,10.1,2.4,0.8,1.0,1.7,3.5,13.5,0.2,0.5,0.333,5.4,10.8,0.5,0.5,0.8250000000000001,0.894,7,1,83,245.0,1.411764705882353,1.1946902654867255,0.04424778761061947,0.28611898016997167,0.0509915014164306,0.3201133144475921,True,False,False,False,False
31.0,81.0,81.0,32.6,5.5,11.1,0.499,1.7,7.9,9.6,2.2,0.6,1.2,1.6,3.2,13.7,0.4,1.1,0.349,5.2,10.0,0.515,0.516,0.830827067669173,0.874,8,1,83,245.0,1.375,1.2342342342342343,0.09909909909909911,0.29447852760736193,0.05521472392638036,0.34049079754601225,True,False,False,False,False
32.0,81.0,81.0,33.0,4.7,9.7,0.484,2.0,7.6,9.6,2.1,0.7,1.0,1.2,3.4,12.1,0.7,2.0,0.361,4.0,7.7,0.515,0.52,0.8321917808219178,0.84,9,1,83,245.0,1.7500000000000002,1.2474226804123711,0.2061855670103093,0.2909090909090909,0.051515151515151514,0.29393939393939394,True,False,False,False,False
33.0,82.0,81.0,32.5,4.5,9.5,0.478,2.1,6.9,9.0,1.9,0.5,0.7,1.2,3.0,11.0,0.5,1.5,0.296,4.1,8.0,0.513,0.502,0.8322784810126583,0.854,10,1,83,245.0,1.5833333333333333,1.1578947368421053,0.15789473684210525,0.27692307692307694,0.03692307692307692,0.2923076923076923,True,False,False,False,False
35.0,79.0,41.0,24.5,3.7,7.3,0.509,1.4,3.9,5.3,1.6,0.6,0.5,0.7,2.7,8.7,0.1,0.3,0.37,3.6,6.9,0.516,0.517,0.8338192419825072,0.893,12,1,83,245.0,2.285714285714286,1.191780821917808,0.0410958904109589,0.21632653061224488,0.04489795918367347,0.2979591836734694,True,False,False,False,False
36.0,11.0,5.0,22.5,4.3,8.2,0.522,0.8,4.3,5.1,1.3,0.5,0.4,0.9,2.7,9.8,0.3,0.8,0.333,4.0,7.4,0.543,0.539,0.8370786516853934,0.894,13,1,83,245.0,1.4444444444444444,1.1951219512195124,0.09756097560975611,0.22666666666666666,0.04,0.3644444444444444,True,False,False,False,False
24.0,8.0,0.0,8.5,1.1,3.1,0.36,0.3,0.6,0.9,0.0,0.5,0.3,0.9,0.6,3.1,0.0,0.0,0.0,1.1,3.1,0.36,0.36,0.875,0.852,1,1,79,205.0,0.0,1.0,0.0,0.10588235294117647,0.09411764705882353,0.3647058823529412,False,False,False,True,False
25.0,10.0,0.0,10.1,1.6,5.1,0.314,0.9,1.8,2.7,0.6,0.5,0.0,0.9,1.6,4.0,0.0,0.1,0.0,1.6,5.0,0.32,0.314,0.8888888888888888,0.875,2,0,79,205.0,0.6666666666666666,0.7843137254901962,0.019607843137254905,0.26732673267326734,0.04950495049504951,0.504950495049505,False,False,False,True,False
23.0,75.0,0.0,17.7,3.1,6.7,0.459,1.7,3.0,4.7,0.8,1.1,0.1,0.0,3.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79,230.0,0.0,1.1940298507462686,0.0,0.2655367231638418,0.06779661016949154,0.3785310734463277,False,True,False,False,False
24.0,75.0,0.0,21.3,4.1,9.0,0.453,2.2,4.1,6.3,1.3,1.1,0.2,0.0,3.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692307692307,0.732,1,0,79,230.0,0.0,1.1444444444444446,0.0,0.29577464788732394,0.06103286384976526,0.4225352112676056,False,True,False,False,False
25.0,82.0,0.0,21.3,3.7,8.3,0.451,2.1,4.5,6.6,0.9,0.9,0.1,2.1,3.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727272,0.736,2,1,79,230.0,0.42857142857142855,1.2048192771084336,0.0,0.30985915492957744,0.046948356807511735,0.38967136150234744,False,True,False,False,False
26.0,82.0,0.0,26.6,5.6,10.2,0.548,2.7,5.1,7.8,1.3,1.3,0.2,2.2,4.5,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7386363636363634,0.76,3,0,79,230.0,0.5909090909090908,1.3137254901960786,0.0,0.2932330827067669,0.05639097744360902,0.38345864661654133,False,True,False,False,False
27.0,81.0,0.0,23.7,4.5,8.9,0.501,2.3,4.2,6.5,0.8,1.3,0.3,1.8,3.8,11.4,0.0,0.0,0.5,4.5,8.9,0.501,0.501,0.7372881355932204,0.732,4,0,79,230.0,0.4444444444444445,1.2808988764044944,0.0,0.2742616033755274,0.06751054852320676,0.3755274261603376,False,True,False,False,False
28.0,78.0,0.0,25.8,5.0,10.6,0.475,2.2,4.7,6.8,1.5,1.0,0.1,2.4,3.5,12.9,0.0,0.1,0.167,5.0,10.5,0.477,0.475,0.7368421052631577,0.73,5,1,79,230.0,0.625,1.2169811320754718,0.009433962264150945,0.2635658914728682,0.04263565891472868,0.4108527131782945,False,True,False,False,False
29.0,56.0,9.0,11.6,2.3,5.3,0.446,1.0,1.6,2.6,0.9,0.7,0.1,1.5,2.8,5.8,0.0,0.0,0.0,2.3,5.3,0.446,0.446,0.7446808510638298,0.776,6,1,79,230.0,0.6,1.0943396226415094,0.0,0.22413793103448276,0.06896551724137931,0.45689655172413796,False,True,False,False,False
22.0,35.0,0.0,32.9,5.1,9.9,0.513,2.6,10.0,12.6,4.8,0.8,2.7,0.0,3.3,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,83,210.0,0.0,1.292929292929293,0.0,0.3829787234042553,0.10638297872340426,0.3009118541033435,True,False,False,False,False
23.0,51.0,0.0,33.1,6.8,14.4,0.471,2.6,10.8,13.4,4.3,1.0,1.6,0.0,2.8,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076924,0.686,1,0,83,210.0,0.0,1.1180555555555556,0.0,0.40483383685800606,0.07854984894259819,0.4350453172205438,True,False,False,False,False
24.0,65.0,0.0,34.8,7.6,14.3,0.528,3.2,11.1,14.4,3.8,1.0,3.2,0.0,2.7,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630952380952381,0.583,2,0,83,210.0,0.0,1.3006993006993008,0.0,0.4137931034482759,0.12068965517241381,0.41091954022988514,True,False,False,False,False
25.0,58.0,0.0,33.3,7.9,15.2,0.522,2.0,11.2,13.2,5.0,1.0,2.5,3.6,2.5,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567164179104477,0.697,3,0,83,210.0,1.3888888888888888,1.243421052631579,0.0,0.3963963963963964,0.10510510510510511,0.4564564564564565,True,False,False,False,False
27.0,14.0,0.0,24.1,5.8,11.5,0.503,2.0,7.0,9.0,2.4,0.6,2.7,2.6,2.6,13.9,0.0,0.0,0.0,5.8,11.5,0.503,0.503,0.6761363636363635,0.72,4,0,83,210.0,0.923076923076923,1.2086956521739132,0.0,0.37344398340248963,0.13692946058091288,0.4771784232365145,True,False,False,False,False
30.0,33.0,32.0,33.3,6.1,11.5,0.528,2.3,7.5,9.8,3.6,1.0,3.6,3.2,3.4,14.1,0.0,0.0,0.0,6.1,11.5,0.528,0.528,0.6604651162790698,0.593,5,0,83,210.0,1.125,1.2260869565217392,0.0,0.2942942942942943,0.13813813813813813,0.3453453453453454,True,False,False,False,False
31.0,55.0,46.0,26.8,5.2,9.4,0.556,2.4,6.3,8.7,3.3,0.8,1.6,3.2,2.8,12.1,0.0,0.0,0.0,5.2,9.4,0.558,0.556,0.648,0.556,6,0,83,210.0,1.0312499999999998,1.2872340425531914,0.0,0.32462686567164173,0.08955223880597016,0.35074626865671643,True,False,False,False,False
32.0,67.0,37.0,24.6,4.0,7.7,0.521,2.5,6.4,9.0,2.3,0.7,2.1,2.6,2.7,10.1,0.0,0.0,0.0,4.0,7.7,0.523,0.521,0.6438848920863308,0.597,7,0,83,210.0,0.8846153846153845,1.3116883116883116,0.0,0.36585365853658536,0.1138211382113821,0.3130081300813008,True,False,False,False,False
33.0,80.0,2.0,19.3,2.9,5.1,0.562,1.7,5.1,6.8,2.1,0.5,1.3,1.9,2.6,7.6,0.0,0.0,0.0,2.9,5.1,0.562,0.562,0.6493506493506495,0.68,8,0,83,210.0,1.105263157894737,1.4901960784313726,0.0,0.35233160621761656,0.09326424870466321,0.26424870466321243,True,False,False,False,False
34.0,10.0,0.0,11.2,1.0,2.6,0.385,1.1,2.0,3.1,0.9,0.1,1.0,1.5,2.3,2.8,0.0,0.0,0.0,1.0,2.6,0.385,0.385,0.6546546546546548,0.713,9,0,83,210.0,0.6,1.0769230769230769,0.0,0.2767857142857143,0.09821428571428573,0.23214285714285718,True,False,False,False,False
22.0,56.0,3.0,10.0,1.3,2.7,0.471,0.6,1.8,2.4,0.4,0.2,0.4,0.4,1.5,3.4,0.0,0.1,0.0,1.3,2.7,0.483,0.471,0.0,0.0,0,0,84,245.0,1.0,1.259259259259259,0.037037037037037035,0.24,0.06000000000000001,0.27,True,False,False,False,False
23.0,58.0,0.0,9.7,1.0,2.3,0.424,0.9,1.3,2.2,0.4,0.2,0.2,0.7,1.6,2.7,0.0,0.0,0.0,1.0,2.2,0.431,0.424,0.7272727272727273,0.726,1,1,84,245.0,0.5714285714285715,1.173913043478261,0.0,0.22680412371134023,0.04123711340206186,0.23711340206185566,True,False,False,False,False
25.0,65.0,9.0,16.5,1.8,4.2,0.433,1.3,3.1,4.4,0.7,0.2,0.5,0.8,3.2,4.6,0.0,0.1,0.111,1.8,4.1,0.444,0.435,0.7407407407407408,0.632,3,0,84,245.0,0.8749999999999999,1.0952380952380951,0.023809523809523808,0.26666666666666666,0.04242424242424242,0.2545454545454546,True,False,False,False,False
26.0,60.0,2.0,13.6,1.8,3.9,0.449,1.1,2.2,3.3,0.7,0.3,0.4,0.8,2.4,4.5,0.0,0.1,0.0,1.8,3.8,0.457,0.449,0.7250000000000001,0.744,4,1,84,245.0,0.8749999999999999,1.153846153846154,0.025641025641025644,0.2426470588235294,0.051470588235294115,0.2867647058823529,True,False,False,False,False
27.0,77.0,23.0,18.9,2.4,5.4,0.436,1.3,3.1,4.4,0.9,0.6,0.8,0.7,3.0,5.7,0.0,0.1,0.2,2.3,5.3,0.439,0.437,0.7358490566037736,0.8,5,1,84,245.0,1.2857142857142858,1.0555555555555556,0.018518518518518517,0.23280423280423285,0.07407407407407407,0.28571428571428575,True,False,False,False,False
30.0,76.0,0.0,18.0,3.1,6.3,0.488,1.5,3.1,4.6,0.9,0.6,0.4,1.0,2.8,7.1,0.0,0.0,0.0,3.1,6.3,0.49,0.488,0.7538461538461537,0.787,6,1,84,245.0,0.9,1.126984126984127,0.0,0.25555555555555554,0.05555555555555555,0.35,True,False,False,False,False
18.0,62.0,0.0,14.0,1.8,4.6,0.398,1.7,3.0,4.6,0.5,0.6,0.5,0.0,1.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,80,205.0,0.0,1.0217391304347827,0.0,0.32857142857142857,0.07857142857142858,0.32857142857142857,False,False,False,True,False
